url,headline,date
https://www.latimes.com/world-nation/story/2024-03-30/israel-acknowledges-troops-killed-2-palestinians-after-video-captures-shooting-on-a-gaza-beach,Israel acknowledges troops killed 2 Palestinians after video captures shooting on a Gaza beach,2024-03-30
https://www.latimes.com/world-nation/story/2024-03-29/in-jerusalem-palestinian-christians-observe-scaled-down-good-friday-rituals,"In Jerusalem, Palestinian Christians observe scaled-down Good Friday rituals",2024-03-29
https://www.latimes.com/world-nation/story/2024-03-28/palestinian-authority-announces-a-new-cabinet-as-it-faces-calls-for-reform,Palestinian Authority announces a new Cabinet as it faces calls for reform,2024-03-28
https://www.latimes.com/world-nation/story/2024-03-28/doctors-visiting-a-gaza-hospital-are-stunned-by-the-wars-toll-on-palestinian-children,Doctors visiting a Gaza hospital are stunned by the war's toll on Palestinian children,2024-03-28
https://www.latimes.com/world-nation/story/2024-03-28/another-casualty-of-rising-tensions-in-the-west-bank-the-olive-harvest,Another casualty of escalating clashes in the West Bank: the Palestinian olive harvest,2024-03-28
https://www.latimes.com/world-nation/story/2024-04-30/large-numbers-of-new-york-city-police-officers-begin-entering-columbia-university-campus,Police clear pro-Palestinian protesters from Columbia’s Hamilton Hall after occupation,2024-04-30
https://www.latimes.com/world-nation/story/2024-04-29/in-paris-students-inspired-by-pro-palestinian-protests-in-the-u-s-gather-near-sorbonne-university,"In Paris, students inspired by pro-Palestinian protests in U.S. gather near Sorbonne",2024-04-29
https://www.latimes.com/california/story/2024-04-27/uc-rejects-calls-for-israel-related-divestment-boycotts-driving-pro-palestinian-protests,"UC rejects calls for Israel-related divestment, boycott driving pro-Palestinian protests",2024-04-27
https://www.latimes.com/opinion/letters-to-the-editor/story/2024-04-27/debating-the-arrests-of-pro-palestinian-college-protesters,Letters to the Editor: Debating the arrests of pro-Palestinian protesters on college campuses,2024-04-27
https://www.latimes.com/california/story/2024-04-26/at-usc-arrests-at-ucla-hands-off-why-pro-palestinian-protests-have-not-blown-up-on-uc-campuses,"At USC, arrests. At UCLA, hands off. Why pro-Palestinian protests have not blown up on UC campuses",2024-04-26
https://www.latimes.com/california/story/2024-05-31/uc-union-strike-expands-to-irvine-san-diego-santa-barbara,"Big expansion of UC strike over pro-Palestinian protests: Irvine, San Diego, Santa Barbara next",2024-05-31
https://www.latimes.com/california/story/2024-05-31/uc-santa-cruz-pro-palestinian-protest-police-israel-gaza-war,Police arrest dozens of pro-Palestinian protesters at UC Santa Cruz,2024-05-31
https://www.latimes.com/california/story/2024-05-31/ucla-uc-davis-uc-santa-cruz-workers-strike-involves-pro-palestinian-protests,"How pro-Palestinian protests led to a massive UC strike, injecting new fuel into antiwar activism",2024-05-31
https://www.latimes.com/california/story/2024-05-30/san-jose-state-professor-suspended-over-pro-palestinian-work, San José State professor suspended over pro-Palestinian work,2024-05-30
https://www.latimes.com/world-nation/story/2024-06-28/a-palestinian-was-shot-beaten-and-tied-to-an-israeli-army-jeep-the-army-says-he-posed-no-threat,"A Palestinian was shot, beaten and tied to an Israeli army jeep. The army says he posed no threat",2024-06-28
https://www.latimes.com/world-nation/story/2024-06-27/israel-lets-19-kids-leave-gaza-who-are-sick-or-wounded-first-medical-evacuation-in-nearly-2-months,Israel allows sick or wounded Palestinian kids to leave Gaza for treatment,2024-06-27
https://www.latimes.com/world-nation/story/2024-06-27/in-the-searing-heat-of-the-gaza-summer-palestinians-are-surrounded-by-sewage-and-garbage,"In the searing heat of the Gaza summer, Palestinians are surrounded by sewage and garbage",2024-06-27
https://www.latimes.com/world-nation/story/2024-07-30/probe-of-soldiers-over-alleged-sexual-abuse-fuels-tension-between-israeli-military-and-hard-liners,Investigation of Israeli soldiers over alleged sexual abuse of a Palestinian man fuels tensions,2024-07-30
https://www.latimes.com/world-nation/story/2024-08-30/palestinian-tiktok-star-who-shared-his-tent-life-in-gaza-is-killed-by-israeli-airstrike,Palestinian TikTok star who shared his 'tent life' in Gaza is killed by Israeli airstrike,2024-08-30
https://www.latimes.com/world-nation/story/2024-08-30/israel-strikes-convoy-carrying-supplies-to-hospital-in-gaza-aid-group-says,Israeli strike kills 4 Palestinians in an aid convoy to a Gaza hospital. Israel says men were armed,2024-08-30
https://www.latimes.com/opinion/story/2024-10-31/israel-war-palestinians-hunger-humanitarian-crisis,Opinion: Israel is weaponizing hunger against Palestinians. Here's how the U.S. can stop it,2024-10-31
https://www.latimes.com/world-nation/story/2024-10-30/banning-unrwa-will-lead-to-a-vacuum-and-more-suffering-for-palestinians-the-agencys-chief-says,"Israel's U.N. aid agency ban will lead to more suffering for Palestinians, chief says",2024-10-30
https://www.latimes.com/opinion/story/2024-11-29/op-comic-amy-kurzweil-gaza-palestinian-israeli,"Op-comic: A Palestinian, an Israeli and a path to peace",2024-11-29
https://www.latimes.com/opinion/story/2023-10-31/israel-gaza-hamas-rashida-tlaib-cease-fire-u-s-capitol,Abcarian: Censuring the House's only Palestinian American is a cynical ploy to silence opposition to Israel,2023-10-31
https://www.latimes.com/california/story/2023-10-31/uc-faculty-letter-legitimized-hamas-attack-on-israel-regent-says,"UC faculty group stood with Palestinians. That 'legitimized' Hamas 'terrorism,' regent says",2023-10-31
https://www.latimes.com/world-nation/story/2023-10-30/un-agency-in-gaza-says-urgent-ceasefire-is-matter-of-life-and-death-for-millions-of-palestinians,U.N. agency in Gaza says cease-fire is 'matter of life and death' for millions of Palestinians,2023-10-30
https://www.latimes.com/opinion/story/2023-10-30/israel-palestinians-gaza-war-dichotomy-peace,"Opinion: In war and peace, the fates of Israel and the Palestinians are inextricably bound together ",2023-10-30
https://www.latimes.com/california/story/2023-10-30/jewish-defense-league-bomber-robert-manning-parole-patricia-wilkerson-murder,Ex-Jewish Defense League bomber's parole a 'gut punch' for Palestinian Americans ,2023-10-30
https://www.latimes.com/opinion/letters-to-the-editor/story/2023-10-30/israeli-strikes-have-killed-thousands-of-palestinians-terrorism,Letters to the Editor: Israeli strikes have killed thousands of Palestinians. How is that not terrorism?,2023-10-30
https://www.latimes.com/opinion/story/2023-10-29/israel-gaza-hamas-palestinian-war-free-speech,Abcarian: She got fired for condemning Palestinians. He got fired for blaming Israel. Is that right?,2023-10-29
https://www.latimes.com/entertainment-arts/newsletter/2023-10-28/israeli-palestinian-conflict-strikes-cultural-arena-as-artforum-editor-is-fired-over-open-letter-essential-arts-arts-culture,Israeli-Palestinian conflict spills over into letters and firings in the arts,2023-10-28
https://www.latimes.com/delos/story/2023-11-30/melissa-barrera-scream-israel-palestine-scream-noah-schnapp-stranger-things,Melissa Barrera showed solidarity with Palestinians. Hollywood showed its persistent double standard,2023-11-30
https://www.latimes.com/world-nation/story/2023-11-30/la-fg-palestinians-face-settler-attacks,"Palestinians face beatings, fires and drones from Israeli settlers in West Bank ",2023-11-30
https://www.latimes.com/opinion/story/2023-11-29/gaza-palestinian-prisoners-hostage-exchange-detention-israeli-prisons,Opinion: Why does Israel have so many Palestinians in detention and available to swap? ,2023-11-29
https://www.latimes.com/world-nation/story/2023-11-29/vermont-shooting-men-palestinian-descent-possible-hate-crime,Was the shooting of 3 students of Palestinian descent a hate crime? What Vermont law says,2023-11-29
https://www.latimes.com/world-nation/story/2023-12-29/palestinians-stream-into-a-southern-gaza-town-as-israel-expands-its-offensive,Palestinians stream into a southern Gaza town as Israel expands its offensive,2023-12-29
https://www.latimes.com/world-nation/story/2023-12-28/israeli-strikes-across-gaza-kill-dozens-of-palestinians-even-in-largely-emptied-north,"Israeli strikes across Gaza kill dozens of Palestinians, even in largely emptied north",2023-12-28
https://www.latimes.com/opinion/story/2023-12-28/gaza-palestinians-dehumanization-israel-bombing-civilian-deaths,Opinion: What does it feel like to be dehumanized? Just ask any Palestinian,2023-12-28
https://www.latimes.com/opinion/letters-to-the-editor/story/2024-01-31/world-courts-gaza-war-ruling-wasnt-a-major-blow-to-israel,Letters to the Editor: Why the World Court's Gaza war ruling wasn't a major blow to Israel,2024-01-31
https://www.latimes.com/world-nation/story/2024-01-31/gaza-growing-disenchantment-with-hamas,Rage in Gaza isn't directed only at Israel. Some are angry with Hamas too,2024-01-31
https://www.latimes.com/opinion/story/2024-01-30/unrwa-funding-us-gaza-israel-united-nations-usaid-humanitarian-aid,"Opinion: U.S. tax dollars should be funding humanitarian relief work in Gaza, not destroying it ",2024-01-30
https://www.latimes.com/world-nation/story/2024-01-28/biden-gaza-protests-free-speech-rights-demonstrators-disrupt-events,Biden is trying to balance Gaza protests and free speech rights as demonstrators disrupt his events,2024-01-28
https://www.latimes.com/world-nation/story/2024-01-28/what-is-unrwa-the-main-aid-provider-in-gaza-that-israel-accuses-of-militant-links,"What is UNRWA, the main aid provider in Gaza that Israel accuses of militant links?",2024-01-28
https://www.latimes.com/opinion/story/2024-01-27/icj-israel-south-africa-gaza-genocide-court-ruling,Opinion: Why International Court of Justice ruling against Israel's war in Gaza is a game-changer,2024-01-27
https://www.latimes.com/california/story/2024-02-27/ojai-passes-israel-gaza-ceasefire-resolution,"After weeks of protest, tiny Ojai passes Gaza cease-fire resolution",2024-02-27
https://www.latimes.com/world-nation/story/2024-02-27/biden-signals-there-could-be-a-truce-in-gaza-soon-but-israel-and-hamas-indicate-no-deal-is-imminent,Israel and Hamas say no deal is imminent after Biden signals Gaza cease-fire could be close,2024-02-27
https://www.latimes.com/world-nation/story/2024-02-27/what-would-a-new-palestinian-government-in-the-west-bank-mean-for-the-war-in-gaza,What would a new Palestinian government in the West Bank mean for the war in Gaza?,2024-02-27
https://www.latimes.com/world-nation/story/2024-03-31/an-israeli-airstrike-hits-a-gaza-hospital-tent-camp-killing-2-palestinians-and-hurting-journalists,"Israeli airstrike hits Gaza hospital tent camp, killing 2 Palestinians and wounding journalists",2024-03-31
https://www.latimes.com/world-nation/story/2024-03-30/ships-with-a-second-round-of-aid-for-gaza-have-departed-cyprus-as-concerns-about-hunger-soar,Ships with a second round of aid for Gaza have departed Cyprus as concerns about hunger soar,2024-03-30
https://www.latimes.com/world-nation/story/2024-03-30/israel-acknowledges-troops-killed-2-palestinians-after-video-captures-shooting-on-a-gaza-beach,Israel acknowledges troops killed 2 Palestinians after video captures shooting on a Gaza beach,2024-03-30
https://www.latimes.com/world-nation/story/2024-03-30/man-made-famine-gaza-aid-explainer,People in Gaza are starving. Why is it so hard to get aid to them? ,2024-03-30
https://www.latimes.com/world-nation/story/2024-03-28/un-top-court-orders-israel-to-open-more-land-crossings-for-aid-into-gaza,U.N. top court orders Israel to open more land crossings for aid into Gaza,2024-03-28
https://www.latimes.com/world-nation/story/2024-03-28/doctors-visiting-a-gaza-hospital-are-stunned-by-the-wars-toll-on-palestinian-children,Doctors visiting a Gaza hospital are stunned by the war's toll on Palestinian children,2024-03-28
https://www.latimes.com/opinion/story/2024-03-27/un-security-council-gaza-resolution-ceasefire-palestine-israel-war,Opinion: How the U.N. Gaza resolution could lead to a lasting cease-fire,2024-03-27
https://www.latimes.com/california/story/2024-04-30/cal-poly-humboldt,"With furry costumes, water jugs and tambourines, this tiny California college became a Gaza flashpoint",2024-04-30
https://www.latimes.com/california/0000018f-30ea-d675-a3ff-7cea47b70000-123,"Dueling Gaza protests at UCLA draw hundreds, mostly peaceful",2024-04-30
https://www.latimes.com/california/story/2024-04-30/la-me-gaza-israel-encampments-protests-universities-california,"Police swarm Cal Poly Humboldt, arresting at least 25 and ending weeklong siege over Gaza war",2024-04-30
https://www.latimes.com/california/story/2024-04-29/la-me-cal-poly-humboldt-gaza-protests,Tense standoff at Cal Poly Humboldt ends with arrest of dozens of Gaza war protesters,2024-04-29
https://www.latimes.com/world-nation/story/2024-04-29/us-military-ships-are-working-to-build-a-pier-for-gaza-aid-its-going-to-cost-at-least-320-million,Pier to deliver aid to Gaza under construction by U.S. will cost at least $320 million,2024-04-29
https://www.latimes.com/world-nation/story/2024-04-29/israeli-officials-concerned-possible-icc-arrest-warrants-war-gaza,Israeli officials concerned about possible ICC arrest warrants as pressure mounts over Gaza war,2024-04-29
https://www.latimes.com/world-nation/story/2024-04-29/blinken-says-israel-must-still-do-more-to-boost-humanitarian-aid-to-gaza,Blinken says Israel must still do more to boost humanitarian aid to Gaza,2024-04-29
https://www.latimes.com/entertainment-arts/tv/story/2024-04-29/arguments-over-how-we-protest-war-horrors-get-more-attention-than-the-horrors-themselves,"Ali: University protests dominate media coverage, obscuring the true horror of Gaza war ",2024-04-29
https://www.latimes.com/california/story/2024-04-28/gaza-ucla-usc-protests,Dueling Gaza protests at UCLA draw hundreds as USC sees peaceful demonstration,2024-04-28
https://www.latimes.com/politics/story/2024-04-27/chants-of-shame-on-you-greet-guests-at-white-house-correspondents-dinner-shadowed-by-war-in-gaza,Gaza protests shadow White House correspondents’ dinner ,2024-04-27
https://www.latimes.com/world-nation/story/2024-04-27/hamas-is-reviewing-an-israeli-proposal-for-a-cease-fire-in-gaza-as-a-planned-rafah-offensive-looms,"Hamas is reviewing an Israeli proposal for a cease-fire in Gaza, as Rafah offensive looms",2024-04-27
https://www.latimes.com/politics/story/2024-05-31/trump-rages-biden-talks-middle-east,"Trump rages, Biden struggles to tame the war in Gaza: The contrasting days of a former and current president",2024-05-31
https://www.latimes.com/world-nation/story/2024-05-31/israel-confirms-its-forces-are-in-central-rafah-in-expanding-offensive-in-the-southern-gaza-city,Israel confirms its forces are in central Rafah in expanding southern Gaza offensive,2024-05-31
https://www.latimes.com/world-nation/story/2024-05-30/the-us-built-pier-in-gaza-broke-apart-heres-how-we-got-here-and-what-might-be-next,The U.S.-built pier in Gaza broke apart. Here's how we got here and what might be next,2024-05-30
https://www.latimes.com/opinion/story/2024-05-30/israel-gaza-hamas-war-oct-7-netanyahu-biden-military-aid-relationship,"Opinion: After the war in Gaza, America's relationship with Israel has to change. Here's how",2024-05-30
https://www.latimes.com/world-nation/story/2024-05-29/a-senior-israeli-official-offers-a-grim-prediction-for-the-war-as-fighting-rages-in-gazas-rafah,Senior Israeli official offers grim prediction for the war in Gaza as fighting rages,2024-05-29
https://www.latimes.com/world-nation/story/2024-05-29/brazil-withdraws-its-ambassador-to-israel-after-criticizing-the-war-in-gaza,Brazil recalls its ambassador to Israel after criticizing the war in Gaza,2024-05-29
https://www.latimes.com/world-nation/story/2024-05-29/egypt-attack-israel-tensions,Egyptian casualty along Gaza border puts strain on the landmark Israel-Egypt peace accord,2024-05-29
https://www.latimes.com/world-nation/story/2024-06-27/israel-lets-19-kids-leave-gaza-who-are-sick-or-wounded-first-medical-evacuation-in-nearly-2-months,Israel allows sick or wounded Palestinian kids to leave Gaza for treatment,2024-06-27
https://www.latimes.com/world-nation/story/2024-06-27/in-the-searing-heat-of-the-gaza-summer-palestinians-are-surrounded-by-sewage-and-garbage,"In the searing heat of the Gaza summer, Palestinians are surrounded by sewage and garbage",2024-06-27
https://www.latimes.com/world-nation/story/2024-06-27/israelis-lawsuit-says-un-agency-helps-hamas-by-paying-gaza-staff-in-dollars,Israelis' lawsuit says U.N. agency helps Hamas by paying Gaza staff in dollars,2024-06-27
https://www.latimes.com/world-nation/story/2024-07-31/killing-of-hamas-leader-likely-to-derail-gaza-peace-talk-inflame-regional-tensions,"Killing of Hamas leader likely to derail Gaza peace talks, inflame regional tensions",2024-07-31
https://www.latimes.com/world-nation/story/2024-08-31/israel-hamas-war-west-bank-gaza-deaths-polio-vaccine-campaign,"Deaths rise in Gaza and West Bank attacks, as a polio vaccine campaign begins in the Gaza Strip",2024-08-31
https://www.latimes.com/world-nation/story/2024-08-30/palestinian-tiktok-star-who-shared-his-tent-life-in-gaza-is-killed-by-israeli-airstrike,Palestinian TikTok star who shared his 'tent life' in Gaza is killed by Israeli airstrike,2024-08-30
https://www.latimes.com/world-nation/story/2024-08-30/israel-strikes-convoy-carrying-supplies-to-hospital-in-gaza-aid-group-says,Israeli strike kills 4 Palestinians in an aid convoy to a Gaza hospital. Israel says men were armed,2024-08-30
https://www.latimes.com/world-nation/story/2024-08-29/who-announces-limited-pauses-in-gaza-fighting-to-allow-for-polio-vaccinations,WHO announces limited pauses in Gaza fighting to allow for polio vaccinations,2024-08-29
https://www.latimes.com/world-nation/story/2024-08-29/israel-kills-prominent-militant-as-it-wages-its-deadliest-west-bank-raids-since-the-gaza-war-began,Israel kills prominent militant as it wages its deadliest West Bank raids since the Gaza war began,2024-08-29
https://www.latimes.com/world-nation/story/2024-08-29/an-israeli-freed-from-gaza-returns-to-a-bedouin-village-targeted-for-demolition,"Arab Israeli freed from Gaza returns to his Bedouin village, which is targeted for demolition",2024-08-29
https://www.latimes.com/opinion/letters-to-the-editor/story/2024-09-28/israeli-aggression-wont-defeat-hezbollah,Letters to the Editor: Israeli aggression won't defeat Hezbollah. Only a cease-fire in Gaza will work,"Sept. 28, 2024 "
https://www.latimes.com/opinion/story/2024-10-30/kamala-harris-donald-trump-election-2024-israel-gaza-robin-abcarian,Abcarian: Many could vote against Kamala Harris over the war in Gaza. Here's why that's a mistake,2024-10-30
https://www.latimes.com/world-nation/story/2024-10-29/israeli-strike-in-northern-gaza-kills-at-least-60-officials-say-as-hezbollah-announces-new-leader,"Israeli strikes in northern Gaza kill at least 88, officials say",2024-10-29
https://www.latimes.com/world-nation/story/2024-11-30/an-israeli-strike-in-gaza-kills-workers-with-world-central-kitchen-charity,Gaza airstrike kills World Central Kitchen workers; Israel says Oct. 7 attacker among dead,2024-11-30
https://www.latimes.com/world-nation/story/2024-11-29/middle-east-gaza-bakery-deaths-food-shortage-israel-lebanon,"2 children, 1 woman die in crush outside Gaza bakery amid food shortage. Israel strikes in Lebanon",2024-11-29
https://www.latimes.com/world-nation/story/2024-12-03/hamas-and-fatah-are-near-an-agreement-on-who-will-oversee-postwar-gaza,Hamas and Fatah are near an agreement on who will oversee postwar Gaza,2024-12-03
https://www.latimes.com/world-nation/story/2024-12-01/u-n-halts-aid-shipments-through-gazas-main-crossing-after-looting-it-blames-the-crisis-on-israel,U.N. halts aid shipments through Gaza's main crossing after looting. It blames the crisis on Israel,2024-12-01
https://www.latimes.com/world-nation/story/2023-10-31/israel-says-strike-on-gaza-refugee-camp-kills-hamas-commander-but-civilians-die-as-well,"Airstrikes flatten blocks of Gaza refugee camp, bringing rage, grief and a perilous new phase of war",2023-10-31
https://www.latimes.com/opinion/story/2023-10-31/media-israel-gaza-war-twitter-x-elon-musk,Goldberg: Will the media get coverage of the crisis in Israel and Gaza right? It all depends on the editors,2023-10-31
https://www.latimes.com/politics/story/2023-10-31/usa-israel-ground-invasion-strategy-advice-mosul-iraq,What the U.S. is telling Israel about a Gaza ground invasion — and what Israel is hearing,2023-10-31
https://www.latimes.com/world-nation/story/2023-10-30/un-agency-in-gaza-says-urgent-ceasefire-is-matter-of-life-and-death-for-millions-of-palestinians,U.N. agency in Gaza says cease-fire is 'matter of life and death' for millions of Palestinians,2023-10-30
https://www.latimes.com/world-nation/story/2023-10-30/israel-expands-ground-assault-gaza,Israel pushes deeper into Gaza and frees soldier held by Hamas; Netanyahu rejects calls for cease-fire,2023-10-30
https://www.latimes.com/world-nation/story/2023-10-29/information-emerges-as-36-hour-gaza-communication-blackout-lifts,New views of destruction emerge as 36-hour Gaza communication blackout lifts,2023-10-29
https://www.latimes.com/world-nation/story/2023-10-29/gaza-deaths-top-8-000-israel-widens-ground-war,"Thousands break into aid warehouses in Gaza;  Hamas says deaths top 8,000 and Israel widens ground war",2023-10-29
https://www.latimes.com/politics/story/2023-10-29/mcmanus-column-fiona-hill-russia-ukraine-israel-gaza,"Column: Could wars in Ukraine, Gaza bring 'major changes in the international order'? Fiona Hill thinks so",2023-10-29
https://www.latimes.com/california/story/2023-10-28/thousands-rally-in-downtown-l-a-israel-gaza,Thousands rally in downtown L.A. against Israel's air and ground war in Gaza,2023-10-28
https://www.latimes.com/world-nation/story/2023-10-28/israeli-defense-minister-says-the-gaza-war-has-entered-a-new-stage-with-an-expanded-ground-operation,"Israel's Netanyahu says the Gaza war has entered a new stage, will be 'long and difficult'",2023-10-28
https://www.latimes.com/world-nation/story/2023-10-27/un-general-assembly-calls-for-humanitarian-truce-in-gaza-leading-to-halt-in-israel-hamas-fighting,U.N. General Assembly calls for 'humanitarian truce' in Gaza aiming to halt Israel-Hamas fighting,2023-10-27
https://www.latimes.com/world-nation/story/2023-11-30/gaza-truce-extended-hostages-talks-tougher,Israeli military confirms release of eight more Israeli hostages from captivity in Gaza Strip,2023-11-30
https://www.latimes.com/opinion/letters-to-the-editor/story/2023-11-30/why-the-war-in-gaza-is-seen-as-rooted-in-western-colonialism,Letters to the Editor: Why the war in Gaza is seen as rooted in Western colonialism,2023-11-30
https://www.latimes.com/world-nation/story/2023-11-29/israel-hamas-war-artificial-intelligence-deepfakes-disinformation,"Fake babies, real horror: False AI-generated images of the war in Gaza spark alarm",2023-11-29
https://www.latimes.com/opinion/story/2023-11-28/biden-israel-gaza-ceasefire-united-states-role,Opinion: Here are seven ways the U.S. can push Israel toward a cease-fire in Gaza,2023-11-28
https://www.latimes.com/world-nation/story/2023-12-31/israeli-strikes-in-central-gaza-kill-at-least-35-as-netanyahu-says-war-will-continue-for-months,Israeli strikes in central Gaza kill at least 35 as fighting rages,2023-12-31
https://www.latimes.com/world-nation/story/2023-12-30/airstrikes-hit-camps-in-central-gaza-as-biden-administration-approves-new-weapons-sales-to-israel,"Netanyahu says Gaza war on Hamas will go on for 'many more months,' thanks U.S. for new weapons sales",2023-12-30
https://www.latimes.com/california/story/2023-12-30/rose-parade-preps-for-potential-protests,"Police prep for Rose Parade protests, from Gaza ceasefire supporters to striking hotel workers",2023-12-30
https://www.latimes.com/world-nation/story/2023-12-29/palestinians-stream-into-a-southern-gaza-town-as-israel-expands-its-offensive,Palestinians stream into a southern Gaza town as Israel expands its offensive,2023-12-29
https://www.latimes.com/world-nation/story/2023-12-28/american-canadian-israeli-woman-believed-to-be-held-hostage-in-gaza-pronounced-dead,American-Canadian-Israeli woman believed to be held hostage in Gaza pronounced dead,2023-12-28
https://www.latimes.com/world-nation/story/2023-12-28/israeli-strikes-across-gaza-kill-dozens-of-palestinians-even-in-largely-emptied-north,"Israeli strikes across Gaza kill dozens of Palestinians, even in largely emptied north",2023-12-28
https://www.latimes.com/opinion/letters-to-the-editor/story/2023-12-28/israel-is-making-gaza-uninhabitable,Letters to the Editor: Israel is making Gaza uninhabitable. The Oct. 7 attack doesn't justify this cruelty,2023-12-28
https://www.latimes.com/world-nation/story/2023-12-28/in-war-stricken-gaza-hunger-is-a-constant-companion,"In war-stricken Gaza, hunger is a constant companion",2023-12-28
https://www.latimes.com/california/story/2023-12-27/gaza-protesters-block-traffic-near-lax,Protesters calling for cease-fire in Gaza arrested after briefly blocking traffic near LAX,2023-12-27
https://www.latimes.com/world-nation/story/2023-12-27/thousands-flee-widening-israeli-assault-in-central-gaza-as-military-launches-new-strikes,Thousands flee widening Israeli assault in central Gaza as military launches new strikes,2023-12-27
https://www.latimes.com/opinion/story/2024-01-31/iran-hamas-gaza-israel-war-terrorism,Opinion: The only way to stop Hamas is to stop Iran from rebuilding it,2024-01-31
https://www.latimes.com/world-nation/story/2024-01-31/gaza-growing-disenchantment-with-hamas,Rage in Gaza isn't directed only at Israel. Some are angry with Hamas too,2024-01-31
https://www.latimes.com/world-nation/story/2024-01-29/jordan-attack-biden,Drone attack in Jordan complicates Biden's effort to contain Israel-Hamas war,2024-01-29
https://www.latimes.com/world-nation/story/2024-01-29/israel-allegations-un-workers-participation-hamas-attack,Document spells out allegations against U.N. workers Israel says participated in Hamas attack,2024-01-29
https://www.latimes.com/world-nation/story/2024-02-27/biden-signals-there-could-be-a-truce-in-gaza-soon-but-israel-and-hamas-indicate-no-deal-is-imminent,Israel and Hamas say no deal is imminent after Biden signals Gaza cease-fire could be close,2024-02-27
https://www.latimes.com/world-nation/story/2024-04-30/qatars-gaza-mediation-effort-in-the-israel-hamas-war-comes-under-fire,Qatar's mediation efforts in Israel-Hamas war come under fire,2024-04-30
https://www.latimes.com/world-nation/story/2024-04-29/clear-encampment-or-face-suspension-columbia-university-tells-israel-hamas-war-protesters,"Israel-Hamas war protesters arrested in Texas, others defy Columbia University demand to leave camp",2024-04-29
https://www.latimes.com/world-nation/story/2024-04-27/hamas-is-reviewing-an-israeli-proposal-for-a-cease-fire-in-gaza-as-a-planned-rafah-offensive-looms,"Hamas is reviewing an Israeli proposal for a cease-fire in Gaza, as Rafah offensive looms",2024-04-27
https://www.latimes.com/world-nation/story/2024-05-31/biden-outlines-gaza-cease-fire-proposal-says-hamas-is-no-longer-capable-of-major-attack-against-israel,Biden details 3-phase hostage deal aimed at winding down the Israel-Hamas war,2024-05-31
https://www.latimes.com/world-nation/story/2024-06-27/israelis-lawsuit-says-un-agency-helps-hamas-by-paying-gaza-staff-in-dollars,Israelis' lawsuit says U.N. agency helps Hamas by paying Gaza staff in dollars,2024-06-27
https://www.latimes.com/world-nation/story/2024-07-31/killing-of-hamas-leader-likely-to-derail-gaza-peace-talk-inflame-regional-tensions,"Killing of Hamas leader likely to derail Gaza peace talks, inflame regional tensions",2024-07-31
